Rating,Title,Date,Verified Purchase,Body,Helpful Votes
1,"What duds.
  
",4.Jan.20,Yes,"Bought 2 and  subwoofer they sound like they  shorted out .  They would  play maybe one song with all three playing next song they would go out one then the other. Has Amazon tech help twice. They did it play continuously .They werepacked with a small amount of  of plastic that was blowed up like small plastic bags. I think they should have used styrofoam to protect the speakers  , they were probably throughed around doing shipping and caused something to come a loose. The only thing I noticed is they would no play continuously. Very disappointed.",0
5,"Alexa is the best
  
",4.Jan.20,Yes,Can_ imagine life without Alexa!!,0
3,"Phone calls not great, kind of a neat product though.
  
",4.Jan.20,Yes,"Despite strong WiFi and fast internet at my house, drop in phone calls are poor quality on this device.",0
1,"I liked it so much, I returned it for my money back
  
",4.Jan.20,Yes,"Did not like the fact that ANYONE could control it, sent it back for a refund",0
5,"Really good
  
",4.Jan.20,Yes,Did not need any technical support so rated three cause I don_ know,0
5,"Nothjng
  
",4.Jan.20,Yes,Doesn_ stay connected to the internet,0
5,"Ecco
  
",4.Jan.20,Yes,"Don_ put above tv because sometimes don_ catch your voice. But other than that works great,",0
5,"Satisfied
  
",4.Jan.20,Yes,Ease of setup. Sound quality not quite as good as expected. Did not use technical support.,0
5,"Great buy
  
",4.Jan.20,Yes,Easy to set up. Just plug and play,0
5,"Great item
  
",4.Jan.20,Yes,Easy to use,0
5,"Excellent quality.
  
",4.Jan.20,Yes,Easy to use and hook up.,0
5,"great product
  
",4.Jan.20,Yes,Echo is easy to set up. Echo answers questions immediately and plays songs just by asking.I don't know why I waited so long to get one.,0
5,"La calidad
  
",4.Jan.20,Yes,Excelente producto,0
5,"New toy
  
",4.Jan.20,Yes,Excellent A+ paired with mt other 2 units fo good all over sound.,0
5,"Great sound!
  
",4.Jan.20,Yes,Excellent product! Great sound. Nice value for the price!,0
5,"Great
  
",4.Jan.20,Yes,FantasticDelivered as promised and advertised,0
5,"Another worker bee.
  
",4.Jan.20,Yes,Finally something for my wife to request things from besides her husband.,0
5,"Good brand
  
",4.Jan.20,Yes,Good,0
5,"Worth the money!
  
",4.Jan.20,Yes,Good affordable speaker with great sound.,0
5,"Does what its supposed to
  
",4.Jan.20,Yes,Good sound,0
5,"Good sound
  
",4.Jan.20,Yes,Good sound and easy installation,0
5,"Great speaker!
  
",4.Jan.20,Yes,"Good speaker to get your weather forecast,listen to music &amp; get recipes from the net.",0
1,"Echo Alexa didn_ work at all
  
",4.Jan.20,Yes,"Got this for my daughter for Christmas she opened it and did not work at all. I_e contacted amazon 6 times now talked to 3 diff people and still have the broken one, they have not taken care of this matter. First time I have ever had a prob with anything I just want them to replace with a new one.",0
5,"Grest
  
",4.Jan.20,Yes,Great,0
5,"Lights up and off room
  
",4.Jan.20,Yes,Great,0
5,"Awesome. Must have for any busy household.
  
",4.Jan.20,No,Great device. Alexa actually understands my 4 year old grandson,0
5,"Heavy duty
  
",4.Jan.20,Yes,Great product,0
5,"Great product
  
",4.Jan.20,Yes,Great product,0
5,"Awesome sound
  
",4.Jan.20,Yes,Great sound. Love the app...I can communicate with it anywhere in the house.,0
5,"Great sound
  
",4.Jan.20,Yes,Great sounding. Love the music. Haven_ tried much more.,0
5,"Great with kids
  
",4.Jan.20,Yes,Great speaker and cool being able to talk to her. My kids love it.,0
5,"Love the music
  
",4.Jan.20,Yes,I am enjoying all the Christmas carols I can hear and if I mention one song she can plat it,0
5,"Would buy it again.
  
",4.Jan.20,Yes,I am extremely happy with the quality of sound.,0
5,"Excellent choice!
  
",4.Jan.20,Yes,I bought one for my mom and she loves it!!,0
5,"Christmas gift
  
",4.Jan.20,Yes,I got this as a Christmas gift. Love being able to ask for certain music. I am going to get more to go with this.,0
5,"Great Sound
  
",4.Jan.20,Yes,I had the Echo dot and the sound was not good. It sounded like a tin can. The Echo has great sound and is the perfect size for my bedroom or anywhere. It is a great value for the quality.,0
5,"More is Better
  
",4.Jan.20,Yes,I have the echo dot also which is now in my bedroom. But the all new echo delivers the better sound that I was looking for.,0
5,"Excellent product
  
",4.Jan.20,Yes,I like everything about it.,0
5,"Fun. Works Great!
  
",4.Jan.20,Yes,I like it for playing music and answering questions. I'm sure the longer I have it the more I will find things to use it for.,0
5,"Echo speaker
  
",4.Jan.20,Yes,I like my speaker,0
5,"I love it
  
",4.Jan.20,Yes,I like that I can play music and turn my lights on and off easily,0
5,"I ��_ Alexa
  
",4.Jan.20,Yes,I like that she has so many facets. Love getting answers to trivia questions. She_ got a comedic side as well! Ask her to tell you a joke!,0
5,"Nice Sound
  
",4.Jan.20,Yes,I like the looks of it.,0
5,"Happy
  
",4.Jan.20,Yes,I love being able to have music playing all over the house,0
5,"The sound of the music
  
",4.Jan.20,Yes,I love everything about my Alexa!!!! I use it for listening music,0
5,"Works great with Amazon Music
  
",4.Jan.20,Yes,I love how easy to use the echo is,0
5,"Merry Christmas to me
  
",4.Jan.20,Yes,I love it!!,0
5,"I love it
  
",4.Jan.20,Yes,I love love love this,0
4,"I_ please with my purchase
  
",4.Jan.20,Yes,I love my Alexa and I use it to play music and ask any questions!!! I_ having fun.,0
5,"Love it!
  
",4.Jan.20,Yes,I love my Alexa.  I am having so much fun using her.,0
5,"Most wonderful present under the tree _
  
",4.Jan.20,Yes,I love my Christmas present it_ so helpful! I love the sound of music,0
5,"Alexa listen
  
",4.Jan.20,Yes,"I love the sound,and I use it to hear Christian music",0
5,"Great sound for music
  
",4.Jan.20,Yes,"I love this  echo , music sounds great! But I_e noticed that songs get cut off early sometimes and I also hear it make a sound which I don_ know why. I_ new to using this so there is a lot for me to learn.",0
5,"Perfect
  
",4.Jan.20,Yes,I mainly got this because I didn_ care for the speaker on the Echo Dot. This speaker on this is so much better. I also use this mainly to turn on my bedroom lights using the hue bridge compatibility,0
5,"A Fantastic and Convenient Product, but I Have Concerns about Privacy After Seeing a Few Articles
  
",4.Jan.20,Yes,"I mostly use this product for listening to music. It's worked for me thus far and adding songs to my playlist is convenient. I'm just a little concerned about the ""always on"" microphone. Seems like it could easily be used as a wiretap, and judging from some articles, that is a major concern for this product. I'm definitely uneasy about it keeping a record of anything I say, and while the policy claims it's not spying on customers, it's difficult to know if that's legitimately true or just a claim to avoid potential lawsuits.",1
5,"I never thought I would want an Echo
  
",4.Jan.20,Yes,"I never would have thought I would want an Echo, but I got one for Christmas and it_ so neat! I talk to Alexa all the time and the sound quality is amazing. It sounds better than my soundbar.",0
5,"Good all around product.
  
",4.Jan.20,Yes,I ordered this product for my mother's birthday not knowing what to expect but when the product arrived we tested it and loved it. It has great voice recognition and sound quality. I no longer have to be my mother's personal Dj.,0
5,"Love Alexa
  
",4.Jan.20,Yes,"I received Alexa as a Christmas gift from my children. I like the idea that I can ask Alexa to play a song that I like without having to use a radio and listen to ads and all kinds of interruptions. This is a wonderful gift that I really love. There are so many things I can ask Alexa, i.e., what is the weather, what time is it, etc. It was easy to set up.",0
5,"That it_ safe to use
  
",4.Jan.20,Yes,I use my Alexa for everything and the things I like the most is that it will not disarm or unlock doors but it will secure your house,0
4,"I wanted to add color and another Alexa in my living room
  
",4.Jan.20,Yes,"I wanted to add color to my living room so I purchased another Echo 3 gen. Alexa is great as ever but the color red, I'm not sure it's red it's more a faded full red",0
5,"Louder speaker
  
",4.Jan.20,Yes,I would like to speaker to be louder,0
5,"Pretty neat little device
  
",4.Jan.20,Yes,"I'm pretty happy with Alexa. I got her for Christmas, and I'm throughly enjoying it. We also got smart plugs so I can have her turn various things on and off.",0
5,"Great tool!
  
",4.Jan.20,Yes,Information!,0
5,"Loud
  
",4.Jan.20,Yes,It is nice and loud!,0
1,"Nope
  
",4.Jan.20,Yes,It keeps shutting off,0
3,"It will have a hard time hearing you when music is being played on it
  
",4.Jan.20,Yes,It sometimes has a hard time hearing me and the volume isn_ great half way,0
4,"It_ pretty awesome
  
",4.Jan.20,Yes,"It sounds great and picks up on everything I say but sometimes randomly stops playing music and cuts out occasionally. Other than that, love it.",0
3,"It_ ok to have if u don_ want to use your phone to connect to your surround sound system
  
",4.Jan.20,Yes,"It_ not that loud, and when I ask it questions it doesn_ work most of the time, only knows how to respond with basic stuff",0
4,"Love mine.
  
",4.Jan.20,Yes,"It_ so nice to walk into my house and with a few words I can turn on my lights, disarm my alarm and play music.  I sleep to thunderstorm sounds, my daughter plays twister w her friends and Alexa_pinning.  I bought two echo plus and two echo dots... music plays throughout the house.  Only negative is music quality is noticeably less than my Bose but... the convenience of voice control is worth it.",0
5,"Great product, and works just as advertised. Getting the hub so it will connect to everything.
  
",4.Jan.20,Yes,"It's great and easy to connect. The only part I dont like, it the light that is on all the time.",0
5,"Love it
  
",4.Jan.20,Yes,It's great the whole family loves it it definatly makes the day easier,0
5,"Great
  
",4.Jan.20,Yes,Kids loved it,0
5,"Love the product and the color
  
",4.Jan.20,Yes,Like everything about it,0
5,"It just works.
  
",4.Jan.20,Yes,Like the new size and sound quality versus our 1st generation version.,0
5,"Alexa play WFBS Sunny 107.9 FM
  
",4.Jan.20,Yes,"Listen to the world famous WFBS Sunny 107.9 FM on it! Sounds great, best radio station ever!",0
5,"Great gift
  
",4.Jan.20,Yes,"Live the Echo, was a gift for Christmas and it went in the bedroom, waking up is awesome, music sound great, just getting use to all she can di",0
5,"Great system
  
",4.Jan.20,Yes,Looks sound are great overall nice,0
5,"Ok
  
",4.Jan.20,Yes,Love,0
5,"Most important is that we can ask her anything!!!
  
",4.Jan.20,Yes,Love Alexa,0
5,"Love it!
  
",4.Jan.20,Yes,Love all the things it can do for me. I_ still learning!,0
5,"Awesome
  
",4.Jan.20,Yes,Love it,0
5,"Great
  
",4.Jan.20,Yes,Love it,0
5,"Great Sound..got the smart plug too...for son &amp; wife for gift.
  
",4.Jan.20,Yes,Love it,0
5,"Cool gift!
  
",4.Jan.20,Yes,Love it!,0
5,"Avoid saying her name all the time unless you are talking to her
  
",4.Jan.20,Yes,Love love love! My in-laws enjoyed talking to her too hahah,0
5,"Alexa comments
  
",4.Jan.20,Yes,Love my Alexa,0
5,"Love It
  
",4.Jan.20,Yes,Love my Christmas gift. It_ so nice to be hands free to do other things and not be typing on your phone to look up things or play music etc,0
5,"Alexa
  
",4.Jan.20,Yes,Love my two,0
5,"Great speaker
  
",4.Jan.20,Yes,Love the look and the sound quality.,0
5,"Easy access to questions
  
",4.Jan.20,Yes,Love the morning greeting fun fact and story features.,0
5,"Great addition to echo show
  
",4.Jan.20,Yes,Love the sound. So easy to install have it linked to small tv for wonderful stereo sound,0
5,"Very quick and easy to install.
  
",4.Jan.20,Yes,Love this echo,0
